episode,avg_reward,avg_secrecy_sum,qos_satisfaction_rate,algorithm
2526,-0.16153352748686595,1.129739403844343,0.54,DDPG
2527,-0.9074643814227333,0.7541651542270601,0.47,DDPG
2528,-0.3375853739087913,1.0442406977288805,0.6,DDPG
2529,-0.35315600415943094,0.8471117591524653,0.52,DDPG
2530,-0.9912544553669701,0.8406150089459363,0.49,DDPG
2531,-0.05215160722608595,1.1852760517696348,0.55,DDPG
2532,-0.11306988825009726,1.000286380671391,0.56,DDPG
2533,-0.03195476145570626,1.1208981195330046,0.58,DDPG
2534,-0.5168769519661536,0.9912239370840008,0.53,DDPG
2535,-0.7835093768991962,0.9504725110015467,0.5,DDPG
2536,-0.1927478247626123,1.0664302693912862,0.47,DDPG
2537,-0.75546838013223,0.9512569852408949,0.54,DDPG
2538,-0.7175769462576117,0.9942245810063184,0.4,DDPG
2539,-0.40484742712467403,0.9972380299620036,0.54,DDPG
2540,-0.49264586081483264,0.9161245918116603,0.5,DDPG
2541,-0.3963757460091801,1.0519171293384828,0.54,DDPG
2542,-0.34133324887304406,0.9395550355700345,0.52,DDPG
2543,-0.3454845303301007,1.0008857941749125,0.5,DDPG
2544,-0.8538607374780441,0.8258770830721205,0.58,DDPG
2545,-0.6834308752556945,0.7220401210371955,0.55,DDPG
2546,0.011113744522768254,1.0765529461778602,0.57,DDPG
2547,-0.43898613359357874,1.0460052064569123,0.57,DDPG
2548,-0.8889947960918763,0.7592338822345356,0.52,DDPG
2549,-0.8151160013030447,0.9072346355801715,0.53,DDPG
2550,-0.8222858617378523,1.0281116698724275,0.5,DDPG
2551,-0.3820932639029919,1.0742555749037184,0.53,DDPG
2552,-0.5061342553954189,1.027762239492597,0.52,DDPG
2553,0.34396822652020526,1.296221602023812,0.61,DDPG
2554,-0.16624677237821717,1.2346902255667598,0.59,DDPG
2555,-0.21070251888410405,1.0015063787285658,0.57,DDPG
2556,-0.2629304457690509,1.1074230903492788,0.57,DDPG
2557,-0.5371103019231712,1.0420951865905295,0.55,DDPG
2558,-0.16380061235251003,1.1654221331429298,0.56,DDPG
2559,-0.13937089047495962,1.117519933652483,0.55,DDPG
2560,-0.4069892463893374,0.9628519140968745,0.52,DDPG
2561,-0.3974155750491877,1.0848418622549332,0.61,DDPG
2562,-0.5401077318380607,0.9129487712566402,0.58,DDPG
2563,-0.9736840792649331,0.8495466765423475,0.55,DDPG
2564,-0.5810845127618703,0.9662848111858877,0.53,DDPG
2565,-0.020527049297607937,1.1713213988102873,0.59,DDPG
2566,-0.7918280080941946,0.9331784871798845,0.53,DDPG
2567,-0.7362189457235325,1.046012011750272,0.48,DDPG
2568,-0.26835792917490614,1.1543637261272581,0.55,DDPG
2569,-0.042506305351669535,1.1276352522847342,0.56,DDPG
2570,-0.6489144221140103,0.878264496573746,0.53,DDPG
2571,-0.614734320713138,1.0183529898107233,0.56,DDPG
2572,-0.1911911720343628,1.0406589257201706,0.55,DDPG
2573,-0.5189575022606158,1.096017856860616,0.54,DDPG
2574,-0.49188643512049224,1.0548981296616338,0.55,DDPG
2575,-0.4791888198489476,1.031335260210649,0.48,DDPG
2576,-0.6164680622854867,1.1049340797355456,0.51,DDPG
2577,-0.190854800446618,1.156248071850043,0.48,DDPG
2578,-0.30923970711327675,1.008798389339378,0.59,DDPG
2579,-0.2599826963687668,1.178604889590599,0.58,DDPG
2580,-0.7044920371186651,0.8033172745067977,0.49,DDPG
2581,0.02044183636651926,1.0984523999678126,0.58,DDPG
2582,-0.31827590861215244,0.9264083733402884,0.6,DDPG
2583,-0.536601835589976,1.03721009476558,0.48,DDPG
2584,0.02961176778136621,1.195111214199114,0.61,DDPG
2585,-0.4511015019205352,1.049746019412094,0.61,DDPG
2586,-0.9568859633736098,0.9096892440048162,0.46,DDPG
2587,-0.41650366562133356,1.0713561765071733,0.6,DDPG
2588,-0.9649528843214356,0.822814076556389,0.48,DDPG
2589,-0.5098924222652066,1.0145203660056836,0.52,DDPG
2590,-0.1800389913540221,1.101245070402203,0.62,DDPG
2591,-0.4901851408701735,0.938187652889369,0.59,DDPG
2592,-0.2640123211583818,0.8729489647385574,0.62,DDPG
2593,-0.4563528644950047,1.1031931860228565,0.58,DDPG
2594,-0.3794267751507045,0.9965579813129772,0.58,DDPG
2595,-0.7242180787916709,0.8594832120085243,0.48,DDPG
2596,-0.15036523084860867,1.0435021338560135,0.61,DDPG
2597,-0.381717333395823,1.0313522119363427,0.55,DDPG
2598,-0.4607486122479687,1.0573977995328956,0.58,DDPG
2599,0.34954066772745984,1.1971517126468676,0.72,DDPG
2600,-0.7535980691036,0.9323809205970072,0.52,DDPG
2601,-0.6936080024694509,0.8752295703899494,0.49,DDPG
2602,-0.13050484210433302,1.2747368261495822,0.56,DDPG
2603,-0.28263444292017254,1.0843950601826815,0.56,DDPG
2604,0.023076783673182204,1.2654120176024461,0.58,DDPG
2605,-0.4919978505059119,1.0278543478608564,0.58,DDPG
2606,-0.8309728674094353,0.8764354788732929,0.48,DDPG
2607,-0.7664150395151187,0.8617502225063278,0.56,DDPG
2608,-0.9655797130447464,0.8613245283214195,0.44,DDPG
2609,-0.5450201127586206,0.798466053184031,0.54,DDPG
2610,-1.0393836254065847,0.9912869723050021,0.46,DDPG
2611,-0.12081150523425041,1.16267769890245,0.6,DDPG
2612,-0.34114965208936177,1.096942241845192,0.61,DDPG
2613,-0.2975674337120775,1.0221051257227063,0.56,DDPG
2614,-0.3116313114984596,1.0551366976908358,0.58,DDPG
2615,-0.6195530554405518,1.052296708604382,0.51,DDPG
2616,-0.1908229407232356,1.122429224497468,0.58,DDPG
2617,-0.303627110429786,0.9673733974534219,0.55,DDPG
2618,-0.5474012378844428,0.9298495267104783,0.54,DDPG
2619,-0.22445589448180656,1.1035776691125683,0.58,DDPG
2620,-0.19934451031546754,1.0492686417606805,0.63,DDPG
2621,-0.7382710334083599,1.0398040360652865,0.53,DDPG
2622,-0.1416720680432673,1.1678279918913899,0.57,DDPG
2623,-0.7777085846401048,0.9052490029036726,0.53,DDPG
2624,-0.12162968452258605,1.1704535581430109,0.56,DDPG
2625,-0.3077191681231896,1.0896790232908788,0.58,DDPG
2626,-0.4371785887319825,0.8960345000985483,0.52,DDPG
2627,-0.2645542899659635,0.9296248391500496,0.54,DDPG
2628,-0.2598104859160659,1.072853413622547,0.59,DDPG
2629,-0.26964894288152247,1.0164152723853968,0.47,DDPG
2630,-0.13031457423671905,1.1680165962363136,0.62,DDPG
2631,-0.4516976699030041,0.9953234839190763,0.53,DDPG
2632,-0.2791644965691833,0.9950698760968523,0.6,DDPG
2633,-0.7111840010904876,0.9041909069973276,0.48,DDPG
2634,0.026746693861120264,1.1288721466338978,0.51,DDPG
2635,-0.7286014330759101,0.9156195294477076,0.54,DDPG
2636,0.1187465228148531,1.2177591445841776,0.6,DDPG
2637,-0.8232713410479486,0.9433903000096195,0.46,DDPG
2638,-0.4885085633141846,0.9503223573184123,0.52,DDPG
2639,-0.49047576575211693,0.9393104496221649,0.5,DDPG
2640,-0.13642902113136673,1.1652937086650461,0.63,DDPG
2641,-0.7055419624308417,0.9452056845765704,0.54,DDPG
2642,-0.3990856498928188,1.1072571425455882,0.56,DDPG
2643,-0.3658489078262946,0.9882872184528627,0.51,DDPG
2644,-0.4118948103268729,1.0049102095787747,0.51,DDPG
2645,-0.10434221656934105,1.0493593153456002,0.57,DDPG
2646,-0.4260828771307675,0.8285074525295102,0.54,DDPG
2647,-0.7933781611630141,1.030965270551363,0.55,DDPG
2648,-0.5240487920789471,1.0829964917287556,0.58,DDPG
2649,-0.6904630996538565,0.8160319004813827,0.6,DDPG
2650,-0.4680171849331742,1.0814798572231008,0.64,DDPG
2651,-0.425138972443119,0.9916528733700117,0.6,DDPG
2652,-0.8206357022678094,0.889234810571383,0.58,DDPG
2653,-1.119997320581634,0.7618897063648852,0.57,DDPG
2654,-0.5374437753588229,0.9001895313688373,0.53,DDPG
2655,-0.00013253742390674893,1.1088531823381735,0.56,DDPG
2656,-0.13521228891675777,1.1216346626859723,0.5,DDPG
2657,-0.3039938829014579,1.0235339823770824,0.53,DDPG
2658,-0.399745759295134,1.1157654845589815,0.6,DDPG
2659,-0.363142991134819,1.0000488540631896,0.6,DDPG
2660,-0.7666217850763414,1.0019730117821772,0.52,DDPG
2661,-0.764133680100926,0.8355914352214551,0.54,DDPG
2662,-0.039736479779522486,1.2534669038040671,0.59,DDPG
2663,-0.753795612396963,0.9952349973029291,0.56,DDPG
2664,-0.13459858782176984,1.2171317032102824,0.59,DDPG
2665,-0.49181102107087915,0.9715034728105699,0.52,DDPG
2666,-0.2323415756624418,1.215439174923813,0.57,DDPG
2667,-0.3660131235828116,1.1172720934833922,0.53,DDPG
2668,-0.44226705741983197,1.0699338186321041,0.53,DDPG
2669,-0.3810175196438401,0.9558137498083025,0.53,DDPG
2670,-0.5125744539181534,0.8824650020405284,0.54,DDPG
2671,-0.29502541161744056,0.9151658516526682,0.65,DDPG
2672,-1.002099994863851,0.7779778589249595,0.45,DDPG
2673,0.10201799181716831,0.999830928901932,0.66,DDPG
2674,-0.5619435864206784,1.063904857597755,0.48,DDPG
2675,-0.3638116281731862,0.9268179350501663,0.58,DDPG
2676,-0.5549150133684776,0.891044997082912,0.54,DDPG
2677,-0.16662744569919494,1.0182288526093477,0.6,DDPG
2678,-0.6372236975031352,1.0163074675062125,0.49,DDPG
2679,-0.46683084201559244,0.9603153006744961,0.59,DDPG
2680,-0.37207163549346406,1.0210537823862134,0.57,DDPG
2681,-0.5747718896594056,1.0269611408367583,0.54,DDPG
2682,-0.02017495016593747,1.1347755862599442,0.59,DDPG
2683,-0.40384079505348724,1.1046531301991913,0.56,DDPG
2684,-0.7867202803818549,0.9288506748723471,0.55,DDPG
2685,-0.42117000294837803,0.8975236672612303,0.55,DDPG
2686,-0.17730527059867068,1.1938381739373265,0.51,DDPG
2687,-0.5589322259267853,0.9824526511551241,0.57,DDPG
2688,-0.45797263304452857,0.9868299303310996,0.55,DDPG
2689,-0.2632605302216781,1.061118339471282,0.63,DDPG
2690,-0.4162412538271761,1.0436644024808337,0.59,DDPG
2691,-0.899816675542345,0.8051703210235354,0.57,DDPG
2692,-0.39110814395961285,1.0502198455876146,0.53,DDPG
2693,-0.49864516519493196,0.9820972629230859,0.52,DDPG
2694,0.145997909609901,1.0570990101276379,0.7,DDPG
2695,-0.5461135664009874,1.0330780033563334,0.5,DDPG
2696,-0.4757072827487871,1.0548448316552606,0.59,DDPG
2697,-0.544443367115255,1.0287304872027152,0.58,DDPG
2698,-0.00017115290347342828,1.0883041384043661,0.65,DDPG
2699,-0.17363896863106948,1.212011862551265,0.63,DDPG
2700,0.11374030039352334,1.2705129750955402,0.61,DDPG
2701,-0.9352648860000276,0.8481512328985065,0.44,DDPG
2702,-0.38841300475386326,0.9789295075725261,0.55,DDPG
2703,-0.4222938461174114,0.8970172651488327,0.6,DDPG
2704,-0.6628141209212487,0.8037485729589278,0.56,DDPG
2705,-0.32186211832376777,1.0048657978648046,0.63,DDPG
2706,-0.8402230647976496,0.8607445506017971,0.42,DDPG
2707,-0.148946474094598,1.1485021806371511,0.61,DDPG
2708,-0.24058392930518457,0.9039390872895322,0.53,DDPG
2709,-0.7226082120348916,0.8926008763226706,0.53,DDPG
2710,-0.8002194018341997,0.938841496060055,0.56,DDPG
2711,-0.058764461035389494,0.9648794018907009,0.59,DDPG
2712,0.003485197369857458,1.1237211432957648,0.65,DDPG
2713,-0.4138477263876932,0.8696499036126487,0.54,DDPG
2714,-0.13171685881939196,1.0659163512363201,0.64,DDPG
2715,-0.21799421501940003,1.0604008654018109,0.58,DDPG
2716,-0.25957637098118064,1.1713613839883665,0.6,DDPG
2717,-0.3327324143593789,0.9308487654468314,0.56,DDPG
2718,-0.25070744543431117,1.0890155704506668,0.64,DDPG
2719,-0.002538107538751896,1.1859302490302226,0.58,DDPG
2720,-0.7088233196409405,0.9949789692734968,0.52,DDPG
2721,-0.7036810605617663,1.0434444451333857,0.57,DDPG
2722,-0.40256199416210664,1.0099193148059729,0.56,DDPG
2723,-0.9158331662147898,0.9355380750973877,0.48,DDPG
2724,-0.31486683107234864,0.9881769723414578,0.6,DDPG
2725,-0.24208894393225092,1.1318546921751094,0.6,DDPG
2726,-0.8598717263806978,0.9003912584541983,0.51,DDPG
2727,-0.6994711432629833,0.9620301959035517,0.44,DDPG
2728,-0.154228558798032,1.2332128486969731,0.6,DDPG
2729,-0.4692476753088969,1.0908837965616838,0.51,DDPG
2730,-0.37411590129073574,1.089629698356413,0.51,DDPG
2731,-0.2389385528105354,1.1460885377409338,0.65,DDPG
2732,-0.1774946835849997,1.1675622797954657,0.6,DDPG
2733,-0.5104483461288838,0.9087775328897387,0.58,DDPG
2734,-0.10343896992344437,1.0572363294058487,0.56,DDPG
2735,-0.4655647326955233,0.9512095814959867,0.53,DDPG
2736,-0.36125606915248154,1.0532354971396565,0.57,DDPG
2737,-1.1150930233650072,0.7717314297650901,0.49,DDPG
2738,-0.6467872846276643,0.971423912798828,0.55,DDPG
2739,-0.09968938390883546,1.0667844982527492,0.6,DDPG
2740,-0.8554873465423246,0.9792246944418602,0.51,DDPG
2741,-0.4221133039903106,1.136475860087488,0.59,DDPG
2742,-0.36071617809977463,1.0101776971968612,0.57,DDPG
2743,-0.23755474174659127,0.9875499896853374,0.65,DDPG
2744,-0.15508954195341457,1.0064841470468155,0.57,DDPG
2745,-0.709769941323811,0.9538059378729358,0.48,DDPG
2746,-0.022623791163895825,1.0690927919440734,0.67,DDPG
2747,0.05466196649958121,1.177908885803369,0.56,DDPG
2748,-0.03164591760335582,1.0194449667035803,0.63,DDPG
2749,-0.4301468791489325,1.0849336767871085,0.56,DDPG
2750,-0.4399366723690211,0.8602152468707881,0.59,DDPG
2751,-0.3263082964773561,1.055693596417226,0.62,DDPG
2752,-0.675906200139336,0.865133624342159,0.5,DDPG
2753,-0.5903143432843918,1.0074093303355347,0.54,DDPG
2754,-0.34076541999794,0.9052805342900362,0.56,DDPG
2755,-0.40796713827409997,0.921388779861536,0.57,DDPG
2756,-0.5348488547694475,0.8750183332485222,0.47,DDPG
2757,-0.18140145796828766,1.0142772116246264,0.6,DDPG
2758,-0.5292820249942056,0.9988036019655361,0.6,DDPG
2759,-0.2557355567705891,1.0692894322341275,0.59,DDPG
2760,-0.07104475888387514,1.0584271751103334,0.61,DDPG
2761,-0.8181362930280752,0.8840604898858382,0.44,DDPG
2762,-0.23807994860907258,1.063565575712615,0.58,DDPG
2763,-0.32664582850419577,1.0197015235840707,0.52,DDPG
2764,-0.20585331160076553,0.9309103127832538,0.61,DDPG
2765,-0.3345579424996524,1.0419272647934368,0.62,DDPG
2766,-0.29023905250283444,0.9993411592379852,0.61,DDPG
2767,-0.10644139324466607,0.9849029437264397,0.58,DDPG
2768,-0.3456197845263164,0.9359437273041373,0.65,DDPG
2769,0.029819661993444036,1.087228718273394,0.68,DDPG
2770,-0.3128602495082083,0.9845238206907727,0.58,DDPG
2771,-0.41922210960957673,0.9801219971354602,0.57,DDPG
2772,-0.7464268517722615,0.9720093292690527,0.5,DDPG
2773,-0.26201344041253777,1.0961574346406409,0.65,DDPG
2774,-0.6488727553454515,0.8608296602555322,0.58,DDPG
2775,-0.036484181028051905,1.1884315431414523,0.52,DDPG
2776,-0.4705724695810495,1.1188780125467332,0.57,DDPG
2777,-0.06577356954641937,1.016116311664572,0.63,DDPG
2778,-0.14022156803815108,1.1066847999143228,0.6,DDPG
2779,-0.31944718605817457,0.9574167878098828,0.52,DDPG
2780,-0.398273835703956,1.1108951520124437,0.56,DDPG
2781,-0.3015498825181129,1.0335750338911485,0.55,DDPG
2782,-0.060820092405483354,1.0836052058704906,0.64,DDPG
2783,-0.46733484687416516,1.018861087021286,0.61,DDPG
2784,-0.25033482083457054,1.0952335344116741,0.48,DDPG
2785,-0.5343612800734843,1.0227245021483884,0.55,DDPG
2786,-0.728621134444118,0.9466820159829379,0.5,DDPG
2787,0.3306697098401695,1.221581882672099,0.67,DDPG
2788,-0.24165695103129334,1.0943835315925907,0.52,DDPG
2789,-0.9287586342949821,0.8646435628219783,0.51,DDPG
2790,-0.3379578304089625,0.9081407136432308,0.58,DDPG
2791,-0.7939029838483218,0.9032414520209733,0.55,DDPG
2792,-0.5049394313800658,0.9956602802577713,0.49,DDPG
2793,-0.34769937742290613,1.0351032720578381,0.61,DDPG
2794,-0.0020704233781521308,1.1230723294613372,0.57,DDPG
2795,-0.16924830693568432,1.073721435701748,0.57,DDPG
2796,-0.5531959662151867,0.9320102198329551,0.57,DDPG
2797,-0.5125209569045391,1.0219856356247137,0.59,DDPG
2798,-0.28480960236708724,1.0283440717062708,0.59,DDPG
2799,-0.5350963525012021,0.9966394762376133,0.51,DDPG
2800,0.3208318766245779,1.139993880026348,0.67,DDPG
2801,0.2898181527601538,1.2606575543142085,0.67,DDPG
2802,-0.25511628977341533,1.0134844393560436,0.64,DDPG
2803,0.10015596804637403,1.1631538439412017,0.57,DDPG
2804,-0.26464592718206065,1.0321485567400734,0.6,DDPG
2805,-0.04035703792163961,1.0975542842616122,0.61,DDPG
2806,-0.5916318222169678,0.8735389139752077,0.52,DDPG
2807,-0.33089863470859354,0.8943600565696228,0.54,DDPG
2808,-0.0541893392858171,1.1432190232613983,0.59,DDPG
2809,-0.2005873056785908,1.0953812200784374,0.59,DDPG
2810,-0.4682490440093297,0.8913075403572056,0.55,DDPG
2811,-0.5763661319736108,0.9548647240275631,0.63,DDPG
2812,-0.6446756293944996,0.9150216057715209,0.57,DDPG
2813,-0.15129766178315074,1.1266953886247961,0.61,DDPG
2814,-0.5738384440028967,0.989224583972081,0.49,DDPG
2815,-0.27614378616769647,1.1011609196713592,0.55,DDPG
2816,-0.597447356724778,1.0184517922804137,0.58,DDPG
2817,-0.15735796203611033,1.0672083795778116,0.59,DDPG
2818,-0.2711930051302315,1.098056028175676,0.61,DDPG
2819,-0.5113170413203934,1.0157444679590746,0.53,DDPG
2820,-1.0103797260886254,0.7624808057544794,0.54,DDPG
2821,-0.8522498552627588,0.8751302636373189,0.51,DDPG
2822,-0.3729392231794757,1.033436871006956,0.54,DDPG
2823,-0.02113684747646124,1.1582435238670232,0.6,DDPG
2824,-0.30102266738028516,0.9976523663718317,0.58,DDPG
2825,-0.5039279212213817,0.8957736882916159,0.54,DDPG
2826,-0.3571438311523815,1.0663569937710904,0.61,DDPG
2827,-0.15115376900047664,0.9671025107339336,0.6,DDPG
2828,-0.5122861503267172,0.9767946593608454,0.52,DDPG
2829,-0.48513441000705393,0.9275643869133279,0.55,DDPG
2830,-0.3919825593152717,0.952042446316938,0.52,DDPG
2831,-0.04836645181852891,1.1240317525271828,0.57,DDPG
2832,-0.6788831491907784,0.9321735788936729,0.56,DDPG
2833,-0.2819515881225378,0.9555012852516872,0.57,DDPG
2834,-0.1316001213119205,0.9661969370428785,0.66,DDPG
2835,-0.20417827364401184,1.19215826874819,0.6,DDPG
2836,-0.07250910092707763,1.2096378709682607,0.68,DDPG
2837,-0.1591485192759413,0.9142801734430462,0.65,DDPG
2838,-0.6604459314322699,1.0216258528321698,0.58,DDPG
2839,-0.3004291964253695,1.0868067909955528,0.5,DDPG
2840,-0.49927070092313713,1.0225769256325892,0.6,DDPG
2841,-0.3499987251295783,1.0220170573156826,0.53,DDPG
2842,-0.5450786036060015,0.9979254587590592,0.58,DDPG
2843,-0.4032238574672148,1.173235513322861,0.58,DDPG
2844,-1.0281910419087328,0.8810353009961321,0.43,DDPG
2845,-0.27744690985690645,1.1011246189771307,0.61,DDPG
2846,-0.5854321591713436,0.8880778312403258,0.57,DDPG
2847,-0.24652103469824027,1.062651476291128,0.63,DDPG
2848,-0.24121801914473687,1.1009326359883596,0.63,DDPG
2849,-0.5253255050029395,0.909552829734764,0.54,DDPG
2850,-0.5312157950706716,1.0086293296040962,0.51,DDPG
2851,-0.45868708906136063,1.0623839069917722,0.57,DDPG
2852,-0.14335411194623351,1.057858010633142,0.59,DDPG
2853,-0.6822275748123928,0.8707116155713469,0.55,DDPG
2854,0.08076792296439983,1.1300720751579185,0.65,DDPG
2855,0.002361588803681377,1.0224977838989,0.67,DDPG
2856,-0.1908193396171528,0.9801725580366495,0.64,DDPG
2857,-0.3193321101228919,1.0674478245244603,0.58,DDPG
2858,-0.4458581670295969,1.0260427620674195,0.58,DDPG
2859,0.3269309798066233,1.191359189604182,0.64,DDPG
2860,-0.6306061377991928,1.0803740477408068,0.54,DDPG
2861,-0.36897284294233507,1.1228404248429908,0.56,DDPG
2862,-0.9521816776830776,0.9178643675303629,0.52,DDPG
2863,-0.27278029809160925,0.9973211053652135,0.56,DDPG
2864,-0.506138908080154,0.9325536377068409,0.57,DDPG
2865,-0.5817091323014043,0.9990187379703238,0.59,DDPG
2866,-0.15380480176593525,1.1059155612131368,0.54,DDPG
2867,-0.47090050407679007,0.9282216714156816,0.55,DDPG
2868,-0.11299177120400464,1.0507116955385518,0.61,DDPG
2869,-0.3401127333279808,1.0095039964427968,0.58,DDPG
2870,-0.07349297951865763,0.9597586297038752,0.69,DDPG
2871,-0.3291911595066898,1.0290531961021256,0.58,DDPG
2872,-0.5156260989824386,0.992826281908313,0.62,DDPG
2873,-0.22420439749995477,1.0301224686194832,0.62,DDPG
2874,-0.8262367571988741,1.0878112871363264,0.48,DDPG
2875,-0.5930930894866195,1.0430915170777053,0.54,DDPG
2876,-0.6714657102277655,0.9692782077846105,0.53,DDPG
2877,-0.22163821849872803,1.0499507156133594,0.65,DDPG
2878,-0.3473892463934135,1.0224075393119998,0.57,DDPG
2879,-0.12592714880632225,1.0597697845291274,0.64,DDPG
2880,-0.2710393955761939,0.9342320576641896,0.53,DDPG
2881,-0.10897803020071224,1.171047865990559,0.65,DDPG
2882,-0.18143198988158893,1.277966676158877,0.65,DDPG
2883,-0.44701290376033315,0.8204301581984745,0.57,DDPG
2884,-0.33979903463232775,1.0716477710371795,0.62,DDPG
2885,-0.04935162393037224,0.9934645223739382,0.62,DDPG
2886,-0.5738261241504133,0.9644227904768771,0.57,DDPG
2887,-0.3145232480119734,1.0123661436686697,0.59,DDPG
2888,-0.34994330302219967,0.9760636978500737,0.52,DDPG
2889,-0.08958739064440473,0.8479748976619007,0.6,DDPG
2890,-0.6107649239716424,0.9680910046388154,0.53,DDPG
2891,-0.09530896960412194,1.0656010549250892,0.62,DDPG
2892,-0.17106587569478487,1.0448463144014206,0.61,DDPG
2893,-0.18216672189528332,1.0830333407511783,0.61,DDPG
2894,0.06612071745621544,1.117715368485938,0.69,DDPG
2895,-0.03226505084925431,1.189212369679799,0.56,DDPG
2896,-0.4262423220264313,0.9310005354845824,0.49,DDPG
2897,-0.8098157995807476,0.8333505115891748,0.48,DDPG
2898,-0.5320267247710891,1.045315919474745,0.48,DDPG
2899,-0.1988548520412806,1.051789313051405,0.61,DDPG
2900,-0.46408424196464493,0.9187618761001305,0.52,DDPG
2901,-0.13953672870421796,1.0937939482892998,0.59,DDPG
2902,-0.1979366516959325,1.0728849203513908,0.58,DDPG
2903,-0.16431355999486053,1.269606550439587,0.59,DDPG
2904,-0.02187608209603531,1.0959619053211613,0.57,DDPG
2905,-0.47430652911979876,0.8913910200945963,0.59,DDPG
2906,-0.10189966294553213,1.074844868412746,0.61,DDPG
2907,-0.4012653319269819,1.0310768198043372,0.51,DDPG
2908,-0.5004211705002818,1.0068159999443942,0.6,DDPG
2909,-0.24008096553601646,1.0974188830393334,0.57,DDPG
2910,-0.019100565494717933,1.1536153068246082,0.61,DDPG
2911,-0.4127548883941822,1.0941022561086349,0.53,DDPG
2912,-0.6542988662527239,0.8527723794908896,0.6,DDPG
2913,-0.16197990620264954,1.1527843688045234,0.62,DDPG
2914,0.09712864073515139,1.1228105583932113,0.59,DDPG
2915,-0.564060131782194,0.9353882230559879,0.52,DDPG
2916,-0.25399769204361017,1.044762801010056,0.59,DDPG
2917,0.028087323703694152,1.1204450193055435,0.57,DDPG
2918,-0.3139328876271098,1.0506342781884341,0.61,DDPG
2919,-0.5876137046543,0.9063045827426319,0.61,DDPG
2920,0.0661467882027373,1.221167808779371,0.7,DDPG
2921,-0.09073101299741244,1.1220304486892059,0.64,DDPG
2922,-0.3337666378095584,0.9219444864813028,0.61,DDPG
2923,-0.28177558066298675,1.0909895759661712,0.6,DDPG
2924,-0.7624393388915677,0.8801611666216661,0.5,DDPG
2925,-0.11853035029619825,1.0630254444518366,0.66,DDPG
2926,-0.6026110403568381,0.9675635366082638,0.53,DDPG
2927,-0.3279291185348681,1.105094998320505,0.52,DDPG
2928,-0.4854742449776891,0.9968128672666552,0.5,DDPG
2929,-0.15880946364645487,1.157244272596978,0.58,DDPG
2930,-0.3362382416741317,1.0585816816991231,0.59,DDPG
2931,-0.026507837486098005,1.1476147424021959,0.65,DDPG
2932,-0.25496512511192315,1.0929055508093373,0.56,DDPG
2933,-0.6120503895551034,1.077985750653543,0.54,DDPG
2934,-0.5442974703458078,0.9208031591852905,0.5,DDPG
2935,-0.06501087800537589,1.2655977042891258,0.65,DDPG
2936,0.15566417184348633,1.1797421231984722,0.59,DDPG
2937,0.06878385525394354,1.206511953199192,0.6,DDPG
2938,-0.23825290494151916,1.1492074635009484,0.62,DDPG
2939,-0.24364072847281112,1.0089076210957615,0.59,DDPG
2940,-0.38149315176349324,1.0372960220270098,0.53,DDPG
2941,0.027029212663388997,1.1063556362484674,0.6,DDPG
2942,-0.013438013912340192,1.020396400306851,0.65,DDPG
2943,-0.1594446859627011,1.232972832409305,0.66,DDPG
2944,0.06220712788364529,1.1603941485067473,0.59,DDPG
2945,-0.8671721030139876,0.7416227195445318,0.52,DDPG
2946,-0.4910741915366286,0.9044232599086857,0.6,DDPG
2947,-0.14402672908878272,1.1691887672285435,0.66,DDPG
2948,-0.4786706534270476,1.1097480239345607,0.51,DDPG
2949,-0.04814014726369422,1.1346025776734736,0.56,DDPG
2950,-0.5174038774180274,1.1615536163988216,0.56,DDPG
2951,-0.7203281859646151,0.8411895262784086,0.52,DDPG
2952,-0.1546130268975963,1.0716144509133942,0.6,DDPG
2953,-0.16130607534683697,0.9772420400940187,0.57,DDPG
2954,-0.3535404744922467,1.0557068401038634,0.6,DDPG
2955,0.11878723273316304,1.1765724937740163,0.61,DDPG
2956,0.06700929358451597,1.0963159846882855,0.65,DDPG
2957,-0.1951314915013882,0.969369911883721,0.63,DDPG
2958,0.18411755135304728,1.2620179370574238,0.59,DDPG
2959,-0.029903355400847483,1.0942207212681547,0.6,DDPG
2960,0.07702124585195858,1.1875400151666877,0.63,DDPG
2961,0.039264267957417755,1.042911136131289,0.57,DDPG
2962,-0.7478975164545995,0.9056118799329197,0.52,DDPG
2963,-0.6436517477385583,0.9324422453176727,0.5,DDPG
2964,-0.21032350365710364,1.0989228768643808,0.62,DDPG
2965,-0.2673270130618624,1.0399179461997923,0.61,DDPG
2966,0.05011034680984139,1.401912209022481,0.54,DDPG
2967,-0.6219245244436027,0.9819638508172942,0.53,DDPG
2968,-0.05314019288645455,1.1384128812392422,0.66,DDPG
2969,0.08829592566214856,1.2694117101414302,0.56,DDPG
2970,-0.5294988521394278,1.1500283595842828,0.55,DDPG
2971,-0.2818412284683167,1.1988763963620466,0.58,DDPG
2972,-0.3049542327136431,0.9376288593959274,0.55,DDPG
2973,0.08754956238593482,1.189258504103674,0.66,DDPG
2974,-0.7208051257208679,0.8737767545194132,0.55,DDPG
2975,0.15035389459278434,1.0655994669088062,0.61,DDPG
2976,0.21848012941357137,1.2365675346748557,0.62,DDPG
2977,-0.26681983913073387,0.9856315564289411,0.55,DDPG
2978,-0.44694914946574754,0.8889575063274602,0.53,DDPG
2979,0.11580208837684067,1.3256311412057125,0.58,DDPG
2980,-0.22785184114675136,1.1048531627721485,0.55,DDPG
