algorithm,episode,step,p1,p2,pj,rs1,rs2,rs_sum,r1,r2,re1,re2,qos_ok,sic_ok,decision_time_ms
DDPG,1,30,5.25139045715332,4.493870735168457,0.2547382116317749,0.07241255929881485,0.0,0.07241255929881485,1.0079099404238632,1.33286796446315,0.9354973811250483,2.190426927826137,1.0,0.0,0.06618599991270457
DDPG,2,1,5.78823184967041,4.189497947692871,0.022269582375884056,0.10562078191697677,0.14447205893034298,0.25009284084731975,1.0596625871341414,1.7811703987846115,0.9540418052171646,1.6366983398542685,1.0,0.0,0.05224899996392196
DDPG,2,2,5.538508892059326,2.0708842277526855,2.3906073570251465,0.48560998705925273,2.290743253321914,2.776353240381167,1.1189683414272218,2.623689779739987,0.6333583543679691,0.3329465264180728,1.0,1.0,0.04717999991044053
DDPG,2,3,5.502499580383301,4.497500419616699,2.1208164469044277e-07,0.09141791762239115,0.0,0.09141791762239115,0.9944272853016382,1.4459940386110741,0.903009367679247,1.7912030958615417,0.0,0.0,0.04485599993131473
DDPG,2,4,6.563669204711914,1.9401179552078247,1.4962124824523926,1.452618446211427,1.829013450081532,3.281631896292959,1.7148797707571637,1.9166346807484833,0.2622613245457366,0.08762123066695136,1.0,1.0,0.0430420000157028
DDPG,2,5,4.792695999145508,5.207151412963867,0.0001521048543509096,0.0,0.0,0.0,0.775524742176203,0.5544547040544607,0.8913595315680141,3.813074419173291,0.0,0.0,0.07503200004066457
DDPG,2,6,5.741965293884277,2.9297714233398438,1.3282626867294312,0.6076447599018581,1.308419327345727,1.9160640872475851,1.1363771859785854,1.6777579716316167,0.5287324260767273,0.36933864428588975,1.0,1.0,0.0541229996997572
DDPG,2,7,5.276122093200684,3.4007105827331543,1.3231669664382935,0.047897545696232946,0.0,0.047897545696232946,1.231508425718025,2.173229184303235,1.1836108800217922,2.4699855020648602,1.0,0.0,0.050566000027174596
DDPG,2,8,3.9605565071105957,5.970607757568359,0.06883517652750015,0.32490286495561904,0.0,0.32490286495561904,0.5482763088128251,0.16711393796247234,0.22337344385720603,0.41975657846302344,0.0,0.0,0.05624699997497373
DDPG,2,9,3.658780813217163,6.341216087341309,2.72894840236404e-06,0.07849482862389068,0.0,0.07849482862389068,0.5598772242123504,0.23352855800350572,0.48138239558845974,1.673312518447591,0.0,0.0,0.045016000058240024
DDPG,2,10,5.408052921295166,4.586915493011475,0.005031112115830183,0.08334508250302908,0.2711190264502803,0.3544641089533094,1.023054578761918,2.4472712393664873,0.939709496258889,2.176152212916207,1.0,0.0,0.0493139996251557
DDPG,2,11,6.045058250427246,3.9549410343170166,1.0000000116860974e-07,0.4274053199410194,1.9183927593234684,2.3457980792644877,1.1695576698112395,2.7551251527059923,0.7421523498702202,0.8367323933825238,1.0,1.0,0.04165900008956669
DDPG,2,12,5.905542850494385,3.3649981021881104,0.7294592261314392,0.5529434179459307,0.8456862522140167,1.3986296701599474,1.1123586159912997,1.2995197596447599,0.559415198045369,0.45383350743074313,1.0,0.0,0.042440000015631085
DDPG,2,13,6.120357990264893,3.011309862136841,0.8683321475982666,0.6267885994924863,1.5307298252607675,2.157518424753254,1.193510133285236,1.9204740306628065,0.5667215337927497,0.38974420540203897,1.0,1.0,0.04349199980424601
DDPG,2,14,6.921354293823242,3.0786445140838623,1.0206688330072211e-06,0.0,1.0892989764383207,1.0892989764383207,1.2319254839978093,3.104447482106888,1.4286824053747846,2.0151485056685674,1.0,1.0,0.045136000153434
DDPG,2,15,6.000580310821533,3.9872524738311768,0.01216788962483406,0.0,0.0,0.0,1.095150607285429,1.5044107663845776,1.0985899961342005,2.049726741003139,1.0,0.0,0.042160000248259166
DDPG,2,16,5.406505584716797,4.537561416625977,0.055933400988578796,0.05020219405529436,0.0,0.05020219405529436,0.9829524900190951,1.5029383112449755,0.9327502959638008,2.0760038188198133,0.0,0.0,0.06679699981759768
DDPG,2,17,6.918158531188965,3.0818417072296143,1.0000000116860974e-07,0.01848070043760952,0.8896566277226206,0.9081373281602301,1.4811031248186204,3.0891595921924897,1.4626224243810109,2.199502964469869,1.0,1.0,0.047990999973990256
DDPG,2,18,7.621087074279785,2.378913402557373,1.0000000116860974e-07,0.0,1.8604009101124688,1.8604009101124688,0.24485949913876187,1.9700540721509807,0.3038903340475171,0.10965316203851191,0.0,1.0,0.04101800004718825
DDPG,2,19,4.226088047027588,3.91524338722229,1.8586682081222534,0.1417688827082163,0.0,0.1417688827082163,0.9422923372667776,1.2200532176322896,0.8005234545585613,1.676575598863473,0.0,0.0,0.11976699988736073
DDPG,2,20,7.972785949707031,1.9603632688522339,0.06685113161802292,0.6402275658196964,0.9097499177692983,1.5499774835889948,1.5433861394759099,1.25706710213603,0.9031585736562134,0.3473171843667317,1.0,1.0,0.056055999721138505
DDPG,2,21,9.064234733581543,0.8087998628616333,0.12696534395217896,0.0,0.10520900199951844,0.10520900199951844,0.7168203112113021,1.3487209735690568,2.901843743027644,1.2435119715695384,0.0,1.0,0.04168899977230467
DDPG,2,22,8.912790298461914,1.0872098207473755,1.0000000116860974e-07,0.0,1.018567303130091,1.018567303130091,0.29766086396897434,1.2671081384184548,1.1999597494394545,0.24854083528836374,0.0,1.0,0.04689900015364401
DDPG,2,23,8.047966003417969,1.9520319700241089,1.5264903368006344e-06,0.586083930519435,3.0659280984323773,3.6520120289518125,1.3572998186599559,3.3372007964661563,0.7712158881405209,0.27127269803377874,1.0,1.0,0.047279999762395164
DDPG,2,24,4.726619720458984,4.452723026275635,0.8206566572189331,0.45446343122108224,0.9855460245528176,1.4400094557738998,0.9332780527465385,1.6539326422518172,0.4788146215254563,0.6683866176989997,0.0,0.0,0.03905400035364437
DDPG,2,25,7.259478569030762,2.7405214309692383,1.0000000116860974e-07,0.575292122637004,2.055694133058516,2.63098625569552,1.3001073775461978,2.463816046988028,0.7248152549091937,0.40812191392951225,1.0,1.0,0.03720999984579976
DDPG,2,26,8.425618171691895,1.5743821859359741,1.0000000116860974e-07,0.0,1.4108346832616758,1.4108346832616758,1.3218912333654071,2.8905863772285088,2.148232586710489,1.479751693966833,1.0,1.0,0.03965499990954413
DDPG,2,27,7.5657148361206055,1.5187917947769165,0.9154930114746094,1.6288655903125833,2.1709659511543515,3.7998315414669346,1.9942215029885766,2.256945020509754,0.3653559126759934,0.08597906935540237,1.0,1.0,0.03665999975055456
DDPG,2,28,4.9704203605651855,5.029579162597656,1.0000000116860974e-07,0.44430434781376416,0.6451194883824878,1.0894238361962518,0.6775341223887641,0.9271229838570413,0.23322977457499994,0.2820034954745535,0.0,0.0,0.03661899972939864
DDPG,2,29,6.860424041748047,2.6687004566192627,0.470875084400177,0.0,0.9989483137512087,0.9989483137512087,1.2285726715262175,2.2783521589307565,1.3286405075645358,1.2794038451795477,1.0,1.0,0.03596799979277421
DDPG,2,30,8.442130088806152,1.5578699111938477,1.0000000116860974e-07,0.0,0.42963352764520635,0.42963352764520635,1.295507467908543,1.7766636599908523,2.100574582043885,1.347030132345646,1.0,1.0,0.12341499996182392
DDPG,3,1,7.110437393188477,2.88955020904541,1.157340648205718e-05,0.0,1.2149030757804948,1.2149030757804948,1.3427694952336993,3.4148128316585513,1.5485147353288364,2.1999097558780565,1.0,1.0,0.0645219997750246
DDPG,3,2,7.456088066101074,2.4703783988952637,0.07353407889604568,0.0,0.0,0.0,1.2882836507815312,1.557067596263651,1.7125197074924927,2.026395370243411,1.0,1.0,0.07237799991344218
DDPG,3,3,6.1055755615234375,3.894404411315918,1.994242484215647e-05,0.0,0.0,0.0,1.1747133953795208,1.6681281641065995,1.2325749559218842,2.846845130113897,1.0,0.0,0.04348199991000001
DDPG,3,4,6.1982245445251465,3.452320098876953,0.34945544600486755,0.0,0.0,0.0,1.0487753616194055,1.208973937287163,1.0653240207622856,1.353226630838987,1.0,0.0,0.04036699965581647
DDPG,3,5,7.997176647186279,2.0028235912323,1.0000000116860974e-07,0.1605664535798554,1.30872450413249,1.4692909577123454,0.26880480840429805,1.3371529038263044,0.10823835482444263,0.028428399693814416,0.0,1.0,0.037460999919858295
DDPG,3,6,6.494088649749756,2.2037785053253174,1.3021327257156372,0.10498133028973466,0.6339999374261873,0.738981267715922,1.4635599444277019,1.7258962269731573,1.3585786141379672,1.09189628954697,1.0,1.0,0.04035700021631783
DDPG,3,7,4.820245742797852,5.179754257202148,2.0575093628849572e-07,0.0,0.0,0.0,0.675696223618613,0.6919374249736723,0.7804937278606555,2.1281452959203637,0.0,0.0,0.037290999898687005
DDPG,3,8,5.43609619140625,2.8061344623565674,1.7577693462371826,0.6572435845387072,2.1534803522488692,2.8107239367875767,1.3590349722839652,2.717134607891416,0.701791387745258,0.563654255642547,1.0,1.0,0.05244900012257858
DDPG,3,9,8.939603805541992,1.060394287109375,1.42313979267783e-06,0.0,0.8843617010467706,0.8843617010467706,0.037270970037550345,1.7510548089347524,2.2651883778895114,0.8666931078879818,0.0,1.0,0.04615799980456359
DDPG,3,10,7.68336820602417,2.3153133392333984,0.001317931804805994,0.0,0.40254629461623104,0.40254629461623104,0.9336546503239065,1.6423923072091153,1.5426978965080607,1.2398460125928843,0.0,1.0,0.037540999983320944
DDPG,3,11,4.561280727386475,3.915489673614502,1.5232295989990234,0.7944677322553946,1.5194550387626087,2.313922771018003,0.9701739081613507,1.6894918077607637,0.17570617590595614,0.17003676899815504,0.0,0.0,0.03871300032187719
DDPG,3,12,7.838486671447754,1.6283156871795654,0.5331976413726807,0.7750645724647708,1.6851941144618252,2.460258686926596,1.048958717421865,1.7492519583081907,0.2738941449570943,0.0640578438463655,1.0,1.0,0.03617900028984877
DDPG,3,13,6.779752731323242,3.2178173065185547,0.0024296066258102655,0.0,0.8624741395987492,0.8624741395987492,1.3200878415855228,2.902562067610099,1.3755349014981721,2.0400879280113497,1.0,1.0,0.035538000247470336
DDPG,3,14,5.449612617492676,4.376761436462402,0.1736254096031189,0.0,0.0,0.0,0.9621479025057477,0.7888798986254839,1.0938963028490687,3.4925120357225294,0.0,0.0,0.03698999989865115
DDPG,3,15,7.156631946563721,0.9462947845458984,1.8970732688903809,0.0,1.4774736921627594,1.4774736921627594,0.8467980083838087,2.0910997334019905,1.856035353293981,0.6136260412392311,0.0,1.0,0.03701000014189049
DDPG,3,16,7.204100608825684,2.7958993911743164,1.0000000116860974e-07,0.0,0.48201301664445595,0.48201301664445595,0.6771665151862292,1.0773174533257728,0.9039319253550356,0.5953044366813168,0.0,1.0,0.037941999835311435
DDPG,3,17,9.156902313232422,0.7873398661613464,0.0557582825422287,0.0,0.7673768574694547,0.7673768574694547,0.6239365329750844,1.625770294094233,2.6358384073550987,0.8583934366247782,0.0,1.0,0.036329000067780726
DDPG,3,18,7.813072204589844,2.186927556991577,1.0000000116860974e-07,0.0,1.7379923966368422,1.7379923966368422,0.9854845043414638,2.339149349478726,1.148908732131021,0.6011569528418838,0.0,1.0,0.09427000031791977
DDPG,3,19,5.57111930847168,4.42888069152832,1.0000000116860974e-07,0.5815593599053959,1.2230193192600427,1.8045786791654386,1.0171502668410763,1.697349994743187,0.4355909069356805,0.4743306754831442,1.0,0.0,0.07549400015705032
DDPG,3,20,6.287834644317627,3.712165355682373,1.0000000116860974e-07,0.0,0.0,0.0,1.111352733071453,1.223383588404777,1.1984315883585834,2.086040382593623,1.0,0.0,0.0936779997573467
DDPG,3,21,6.051180839538574,1.4612908363342285,2.487528085708618,0.4665401317066842,0.988967352118766,1.4555074838254503,1.2482485837038348,1.264177806702175,0.7817084519971507,0.275210454583409,1.0,1.0,0.05315099997460493
DDPG,3,22,8.732370376586914,1.267121434211731,0.0005078602116554976,0.0,0.0,0.0,1.1586445255677762,1.1903297375408048,2.3984859874524904,1.395798740656086,1.0,1.0,0.044134000290796394
DDPG,3,23,7.475281715393066,0.9104673862457275,1.6142504215240479,0.0,0.8540962056699775,0.8540962056699775,1.145901408476124,1.1980669646495234,1.4550542755365936,0.343970758979546,1.0,1.0,0.03867399982482311
DDPG,3,24,6.595654010772705,1.9640852212905884,1.4402602910995483,0.0,0.6718051535211567,0.6718051535211567,0.9983808148860611,1.43267142349957,1.2487515767678492,0.7608662699784134,0.0,1.0,0.03795199972955743
DDPG,3,25,4.22395133972168,5.776048183441162,1.0000000116860974e-07,0.0,0.0,0.0,0.4322923288639236,0.19513160385540665,0.5430323463126485,1.4149172808117103,0.0,0.0,0.03772199988816283
DDPG,3,26,8.494564056396484,1.5028702020645142,0.002565884729847312,0.0,0.0,0.0,1.2508489954818192,1.1809553399034622,2.5230500967125216,2.643998694467959,1.0,1.0,0.05340200004866347
DDPG,3,27,7.635533809661865,2.351987838745117,0.012477920390665531,0.09831154635299777,1.0018232164815033,1.100134762834501,1.2081597648727445,1.638420161155986,1.1098482185197467,0.6365969446744828,1.0,1.0,0.038764000237279106
DDPG,3,28,8.307719230651855,1.6922757625579834,4.8389351832156535e-06,0.0,0.6239748445122261,0.6239748445122261,0.8352127814572168,1.0904136909737976,1.2364447069883724,0.4664388464615715,0.0,1.0,0.09637300036047236
DDPG,3,29,4.280969619750977,3.1408162117004395,2.5782151222229004,0.4374241936565302,0.962870505728149,1.4002946993846792,1.0049541370805624,1.5924092188627588,0.5675299434240322,0.6295387131346097,1.0,0.0,0.05006499986848212
DDPG,3,30,8.509716033935547,1.4639532566070557,0.026330050081014633,0.0,2.6070527568831143,2.6070527568831143,1.7488052072202458,3.823659390206849,2.1082260568106896,1.2166066333237349,1.0,1.0,0.044134000290796394
DDPG,4,1,5.805400848388672,3.127533197402954,1.0670660734176636,0.2776458958931265,0.6649559777474273,0.9426018736405538,1.1014057367816075,1.4380224643141353,0.823759840888481,0.773066486566708,1.0,1.0,0.040376999550062465
DDPG,4,2,4.314190864562988,2.2415878772735596,3.4442214965820312,0.4607186058395114,2.7209439120629924,3.1816625179025038,1.124343346747617,3.2426811369896447,0.6636247409081055,0.5217372249266521,1.0,1.0,0.09079300025405246
DDPG,4,3,6.151568412780762,3.5134658813476562,0.33496585488319397,0.4336952143674525,1.2628036253391446,1.6964988397065972,1.1807692240189207,1.9699265763004163,0.7470740096514682,0.7071229509612718,1.0,1.0,0.05058599981566658
DDPG,4,4,5.952040672302246,4.005746364593506,0.042212747037410736,0.0,0.0,0.0,1.1685253065259,1.877456635858029,1.2370548042677714,3.529148466599717,1.0,0.0,0.04339299994171597
DDPG,4,5,4.936255931854248,2.2616238594055176,2.8021204471588135,0.4543185342481574,1.2613149895146671,1.7156335237628246,1.0836596832336773,1.6774144051888125,0.62934114898552,0.41609941567414543,1.0,1.0,0.03926399995179963
DDPG,4,6,5.714893817901611,4.285106182098389,1.0000000116860974e-07,0.02569262955373086,0.0,0.02569262955373086,1.0150383963741936,1.1142059760169716,0.9893457668204627,1.9366622019198687,1.0,0.0,0.04041700003654114
DDPG,4,7,7.540524005889893,2.4594740867614746,1.5616973314536153e-06,0.0,0.0,0.0,1.0602174671008442,1.0340771279258008,1.855131306182797,2.7745435600422246,1.0,1.0,0.03783200008911081
DDPG,4,8,6.039555072784424,3.158492088317871,0.801952600479126,0.9842608483065485,1.8192369514062614,2.80349779971281,1.232014317677661,1.9680080631485675,0.2477534693711126,0.14877111174230612,1.0,1.0,0.03721999974004575
DDPG,4,9,6.059623718261719,2.544814109802246,1.3955621719360352,0.0,1.9135845459244867,1.9135845459244867,0.9503513849960028,2.841027567205056,1.0902938104997366,0.927443021280569,0.0,1.0,0.03655899990917533
DDPG,4,10,5.584499835968018,4.4154534339904785,4.685119347414002e-05,0.02890475563548045,0.0,0.02890475563548045,1.1084495140622042,2.4558244092102917,1.0795447584267237,3.062492480689548,1.0,0.0,0.03682999977172585
DDPG,4,11,5.066906929016113,3.3513295650482178,1.5817631483078003,0.5193915608043731,2.6115348028087717,3.1309263636131446,1.0400402588810571,3.1004740319836497,0.520648698076684,0.488939229174878,1.0,1.0,0.04237099983583903
DDPG,4,12,5.643020153045654,3.7427892684936523,0.6141899824142456,0.002016629456959129,0.0,0.002016629456959129,0.931409827805626,1.3088434835508116,0.9293931983486668,1.3215743580630848,0.0,0.0,0.05305099966790294
DDPG,4,13,5.865649700164795,2.498940944671631,1.6354094743728638,0.4654221238759545,1.4709688392475946,1.9363909631235492,1.1883718442007636,1.9392106510580254,0.7229497203248091,0.4682418118104307,1.0,1.0,0.047450000238313805
DDPG,4,14,9.271366119384766,0.7089548707008362,0.01967870444059372,0.0,0.31308550588054085,0.31308550588054085,1.5708723632697303,2.0151382404195837,3.330294333992403,1.7020527345390428,1.0,1.0,0.04409399980431772
DDPG,4,15,5.193831443786621,3.9565563201904297,0.8496127128601074,0.030477833071895333,0.0,0.030477833071895333,1.0308887995552118,1.1089396630488513,1.0004109664833165,2.0722640056123214,1.0,0.0,0.040627000089443754
DDPG,4,16,5.442324638366699,3.6240971088409424,0.9335776567459106,0.16802716932815998,0.39437088053557123,0.5623980498637312,1.1310892771819332,1.8375480753760742,0.9630621078537732,1.443177194840503,1.0,0.0,0.06068599986974732
DDPG,4,17,5.9320807456970215,4.067919731140137,1.0000000116860974e-07,0.0,0.5913801011238835,0.5913801011238835,0.2883517417967247,0.9721446882522968,0.420371042515271,0.3807645871284133,0.0,1.0,0.1013529999909224
DDPG,4,18,7.544572830200195,2.4546022415161133,0.0008238420705311,0.0,0.0,0.0,1.5663904144371639,1.6858252423788145,1.8839546921400991,3.0053260827771435,1.0,1.0,0.05173800036573084
DDPG,4,19,5.673990249633789,4.0004448890686035,0.3255648910999298,0.004225448082688654,0.0,0.004225448082688654,1.1570475955273134,2.1692546285938867,1.1528221474446247,2.863725773464379,1.0,0.0,0.06440300012400257
DDPG,4,20,4.311545372009277,5.645341873168945,0.04311278834939003,0.12166315217020796,0.0,0.12166315217020796,0.7445679923978812,0.7155245193213382,0.6229048402276732,1.7711054378892035,0.0,0.0,0.04759099965667701
DDPG,4,21,7.389369487762451,1.5847234725952148,1.025907278060913,0.0,0.4799251490673604,0.4799251490673604,1.4166472795987235,1.2686199822187532,1.56739384663951,0.7886948331513928,1.0,1.0,0.04393399967739242
DDPG,4,22,5.426475524902344,4.5735249519348145,1.0000000116860974e-07,0.021064874067768025,0.0,0.021064874067768025,1.0010242692838205,1.1791667867698716,0.9799593952160525,2.4704363610449263,1.0,0.0,0.04074800017406233
DDPG,4,23,5.421289920806885,4.578710556030273,1.0000000116860974e-07,0.10417820267900968,0.0,0.10417820267900968,0.9746057999433332,1.5290704259189338,0.8704275972643235,1.7344897809041144,0.0,0.0,0.04448399977263762
DDPG,4,24,5.571715354919434,2.979318141937256,1.4489667415618896,0.06862524869029962,0.24874110635300561,0.31736635504330524,1.080250580397055,1.379657294132014,1.0116253317067554,1.1309161877790084,1.0,1.0,0.04166899998381268
DDPG,4,25,6.90263557434082,3.002044677734375,0.09531951695680618,0.0,0.0,0.0,1.229300050912383,1.220984174964471,1.32234020612201,1.5256620038044122,1.0,0.0,0.04268099974069628
DDPG,4,26,7.423038005828857,1.140656590461731,1.4363056421279907,1.6418608547919766,1.4834695127352406,3.1253303675272175,2.1376527803946446,1.5773746293693653,0.49579192560266794,0.09390511663412465,1.0,1.0,0.045216000216896646
DDPG,4,27,6.177909851074219,3.8220903873443604,1.0000000116860974e-07,0.0,0.0,0.0,1.2073055498342142,1.354615549221871,1.2728802346216874,3.015159041458126,1.0,0.0,0.04681900009018136
DDPG,4,28,4.652187347412109,2.930006504058838,2.4178056716918945,0.7659909898382364,2.7373648462473312,3.503355836085568,1.1100007283359052,3.0054788706095605,0.34400973849766886,0.2681140243622295,1.0,1.0,0.05065699997430784
DDPG,4,29,7.910165786743164,2.0039498805999756,0.08588430285453796,0.6317552446518442,1.386082283292328,2.017837527944172,1.3593129662832162,1.6482189237465092,0.727557721631372,0.2621366404541811,1.0,1.0,0.04352299993115594
DDPG,4,30,7.14896297454834,0.974160373210907,1.876875638961792,0.0,0.792290310982675,0.792290310982675,1.290344402389985,1.4618430402267821,1.8971655653172816,0.6695527292441071,1.0,1.0,0.04212000021652784
DDPG,5,1,5.606524467468262,2.3836252689361572,2.009850025177002,1.142634701928211,2.4523722297414507,3.595006931669662,1.3352195248645575,2.542738447443435,0.19258482293634646,0.09036621770198458,1.0,1.0,0.045356000100582605
DDPG,5,2,7.348507881164551,2.1549429893493652,0.4965492784976959,0.9971380796049307,1.5319905980570079,2.5291286776619386,1.1483039846523018,1.5794992823535545,0.15116590504737107,0.04750868429654665,1.0,1.0,0.09986000031858566
DDPG,5,3,5.4071831703186035,4.5928168296813965,1.0000000116860974e-07,0.4800937290753011,0.877895362747696,1.357989091822997,1.0189011118086848,1.5782521740052744,0.5388073827333837,0.7003568112575784,1.0,0.0,0.04843299984713667
DDPG,5,4,4.420543670654297,2.5766751766204834,3.0027804374694824,0.2513017315637317,0.3437723595359653,0.595074091099697,1.0126055687049802,1.0930989231227968,0.7613038371412485,0.7493265635868315,1.0,0.0,0.0428010002906376
DDPG,5,5,5.7352423667907715,4.257326602935791,0.007431413047015667,0.0,0.0,0.0,0.8147009675091317,0.9020312530035652,1.1140129629638433,2.882534244658947,0.0,0.0,0.060355000186973484
DDPG,5,6,7.154738903045654,2.8336734771728516,0.011587548069655895,0.0,0.0,0.0,1.158319867710218,1.2980952923025217,1.5003595422772549,1.8595499550723589,1.0,1.0,0.04708899996330729
